"","game_id","game_date","home_team","away_team","home_score","away_score","point_differential","season"
"1504","2005_03_CLE_IND",2005-09-25,"IND","CLE",13,6,7,"2005"
"1505","2005_03_DAL_SF",2005-09-25,"SF","DAL",31,34,-3,"2005"
"1506","2005_03_JAX_NYJ",2005-09-25,"NYJ","JAX",20,26,-6,"2005"
"1507","2005_03_KC_DEN",2005-09-26,"DEN","KC",30,10,20,"2005"
"1508","2005_03_NE_PIT",2005-09-25,"PIT","NE",20,23,-3,"2005"
"1509","2005_03_NO_MIN",2005-09-25,"MIN","NO",33,16,17,"2005"
"1510","2005_03_NYG_SD",2005-09-25,"LAC","NYG",45,23,22,"2005"
"1511","2005_03_OAK_PHI",2005-09-25,"PHI","LV",23,20,3,"2005"
"1512","2005_03_TB_GB",2005-09-25,"GB","TB",16,17,-1,"2005"
"1513","2005_03_TEN_STL",2005-09-25,"LA","TEN",31,27,4,"2005"
"1514","2005_04_BUF_NO",2005-10-02,"NO","BUF",19,7,12,"2005"
"1515","2005_04_DAL_OAK",2005-10-02,"LV","DAL",19,13,6,"2005"
"1516","2005_04_DEN_JAX",2005-10-02,"JAX","DEN",7,20,-13,"2005"
"1517","2005_04_DET_TB",2005-10-02,"TB","DET",17,13,4,"2005"
"1518","2005_04_GB_CAR",2005-10-03,"CAR","GB",32,29,3,"2005"
"1519","2005_04_HOU_CIN",2005-10-02,"CIN","HOU",16,10,6,"2005"
"1520","2005_04_IND_TEN",2005-10-02,"TEN","IND",10,31,-21,"2005"
"1521","2005_04_MIN_ATL",2005-10-02,"ATL","MIN",30,10,20,"2005"
"1522","2005_04_NYJ_BAL",2005-10-02,"BAL","NYJ",13,3,10,"2005"
"1523","2005_04_PHI_KC",2005-10-02,"KC","PHI",31,37,-6,"2005"
"1524","2005_04_SD_NE",2005-10-02,"NE","LAC",17,41,-24,"2005"
"1525","2005_04_SEA_WAS",2005-10-02,"WAS","SEA",20,17,3,"2005"
"1526","2005_04_SF_ARI",2005-10-02,"ARI","SF",31,14,17,"2005"
"1527","2005_04_STL_NYG",2005-10-02,"NYG","LA",44,24,20,"2005"
"1528","2005_05_BAL_DET",2005-10-09,"DET","BAL",35,17,18,"2005"
"1529","2005_05_CAR_ARI",2005-10-09,"ARI","CAR",20,24,-4,"2005"
"1530","2005_05_CHI_CLE",2005-10-09,"CLE","CHI",20,10,10,"2005"
"1531","2005_05_CIN_JAX",2005-10-09,"JAX","CIN",23,20,3,"2005"
"1532","2005_05_IND_SF",2005-10-09,"SF","IND",3,28,-25,"2005"
"1533","2005_05_MIA_BUF",2005-10-09,"BUF","MIA",20,14,6,"2005"
"1534","2005_05_NE_ATL",2005-10-09,"ATL","NE",28,31,-3,"2005"
"1535","2005_05_NO_GB",2005-10-09,"GB","NO",52,3,49,"2005"
"1536","2005_05_PHI_DAL",2005-10-09,"DAL","PHI",33,10,23,"2005"
"1537","2005_05_PIT_SD",2005-10-10,"LAC","PIT",22,24,-2,"2005"
"1538","2005_05_SEA_STL",2005-10-09,"LA","SEA",31,37,-6,"2005"
"1539","2005_05_TB_NYJ",2005-10-09,"NYJ","TB",14,12,2,"2005"
"1540","2005_05_TEN_HOU",2005-10-09,"HOU","TEN",20,34,-14,"2005"
"1541","2005_05_WAS_DEN",2005-10-09,"DEN","WAS",21,19,2,"2005"
"1542","2005_06_ATL_NO",2005-10-16,"NO","ATL",31,34,-3,"2005"
"1543","2005_06_CAR_DET",2005-10-16,"DET","CAR",20,21,-1,"2005"
"1544","2005_06_CIN_TEN",2005-10-16,"TEN","CIN",23,31,-8,"2005"
"1545","2005_06_CLE_BAL",2005-10-16,"BAL","CLE",16,3,13,"2005"
"1546","2005_06_HOU_SEA",2005-10-16,"SEA","HOU",42,10,32,"2005"
"1547","2005_06_JAX_PIT",2005-10-16,"PIT","JAX",17,23,-6,"2005"
"1548","2005_06_MIA_TB",2005-10-16,"TB","MIA",27,13,14,"2005"
"1549","2005_06_MIN_CHI",2005-10-16,"CHI","MIN",28,3,25,"2005"
"1550","2005_06_NE_DEN",2005-10-16,"DEN","NE",28,20,8,"2005"
"1551","2005_06_NYG_DAL",2005-10-16,"DAL","NYG",16,13,3,"2005"
"1552","2005_06_NYJ_BUF",2005-10-16,"BUF","NYJ",27,17,10,"2005"
"1553","2005_06_SD_OAK",2005-10-16,"LV","LAC",14,27,-13,"2005"
"1554","2005_06_STL_IND",2005-10-17,"IND","LA",45,28,17,"2005"
"1555","2005_06_WAS_KC",2005-10-16,"KC","WAS",28,21,7,"2005"
"1556","2005_07_BAL_CHI",2005-10-23,"CHI","BAL",10,6,4,"2005"
"1557","2005_07_BUF_OAK",2005-10-23,"LV","BUF",38,17,21,"2005"
"1558","2005_07_DAL_SEA",2005-10-23,"SEA","DAL",13,10,3,"2005"
"1559","2005_07_DEN_NYG",2005-10-23,"NYG","DEN",24,23,1,"2005"
"1560","2005_07_DET_CLE",2005-10-23,"CLE","DET",10,13,-3,"2005"
"1561","2005_07_GB_MIN",2005-10-23,"MIN","GB",23,20,3,"2005"
"1562","2005_07_IND_HOU",2005-10-23,"HOU","IND",20,38,-18,"2005"
"1563","2005_07_KC_MIA",2005-10-21,"MIA","KC",20,30,-10,"2005"
"1564","2005_07_NO_STL",2005-10-23,"LA","NO",28,17,11,"2005"
"1565","2005_07_NYJ_ATL",2005-10-24,"ATL","NYJ",27,14,13,"2005"
"1566","2005_07_PIT_CIN",2005-10-23,"CIN","PIT",13,27,-14,"2005"
"1567","2005_07_SD_PHI",2005-10-23,"PHI","LAC",20,17,3,"2005"
"1568","2005_07_SF_WAS",2005-10-23,"WAS","SF",52,17,35,"2005"
"1569","2005_07_TEN_ARI",2005-10-23,"ARI","TEN",20,10,10,"2005"
"1570","2005_08_ARI_DAL",2005-10-30,"DAL","ARI",34,13,21,"2005"
"1571","2005_08_BAL_PIT",2005-10-31,"PIT","BAL",20,19,1,"2005"
"1572","2005_08_BUF_NE",2005-10-30,"NE","BUF",21,16,5,"2005"
"1573","2005_08_CHI_DET",2005-10-30,"DET","CHI",13,19,-6,"2005"
"1574","2005_08_CLE_HOU",2005-10-30,"HOU","CLE",19,16,3,"2005"
"1575","2005_08_GB_CIN",2005-10-30,"CIN","GB",21,14,7,"2005"
"1576","2005_08_JAX_STL",2005-10-30,"LA","JAX",24,21,3,"2005"
"1577","2005_08_KC_SD",2005-10-30,"LAC","KC",28,20,8,"2005"
"1578","2005_08_MIA_NO",2005-10-30,"NO","MIA",6,21,-15,"2005"
"1579","2005_08_MIN_CAR",2005-10-30,"CAR","MIN",38,13,25,"2005"
"1580","2005_08_OAK_TEN",2005-10-30,"TEN","LV",25,34,-9,"2005"
"1581","2005_08_PHI_DEN",2005-10-30,"DEN","PHI",49,21,28,"2005"
"1582","2005_08_TB_SF",2005-10-30,"SF","TB",15,10,5,"2005"
"1583","2005_08_WAS_NYG",2005-10-30,"NYG","WAS",36,0,36,"2005"
"1584","2005_09_ATL_MIA",2005-11-06,"MIA","ATL",10,17,-7,"2005"
"1585","2005_09_CAR_TB",2005-11-06,"TB","CAR",14,34,-20,"2005"
"1586","2005_09_CHI_NO",2005-11-06,"NO","CHI",17,20,-3,"2005"
"1587","2005_09_CIN_BAL",2005-11-06,"BAL","CIN",9,21,-12,"2005"
"1588","2005_09_DET_MIN",2005-11-06,"MIN","DET",27,14,13,"2005"
"1589","2005_09_HOU_JAX",2005-11-06,"JAX","HOU",21,14,7,"2005"
"1590","2005_09_IND_NE",2005-11-07,"NE","IND",21,40,-19,"2005"
"1591","2005_09_NYG_SF",2005-11-06,"SF","NYG",6,24,-18,"2005"
"1592","2005_09_OAK_KC",2005-11-06,"KC","LV",27,23,4,"2005"
"1593","2005_09_PHI_WAS",2005-11-06,"WAS","PHI",17,10,7,"2005"
"1594","2005_09_PIT_GB",2005-11-06,"GB","PIT",10,20,-10,"2005"
"1595","2005_09_SD_NYJ",2005-11-06,"NYJ","LAC",26,31,-5,"2005"
"1596","2005_09_SEA_ARI",2005-11-06,"ARI","SEA",19,33,-14,"2005"
"1597","2005_09_TEN_CLE",2005-11-06,"CLE","TEN",20,14,6,"2005"
"1598","2005_10_ARI_DET",2005-11-13,"DET","ARI",29,21,8,"2005"
"1599","2005_10_BAL_JAX",2005-11-13,"JAX","BAL",30,3,27,"2005"
"1600","2005_10_CLE_PIT",2005-11-13,"PIT","CLE",34,21,13,"2005"
"1601","2005_10_DAL_PHI",2005-11-14,"PHI","DAL",20,21,-1,"2005"
"1602","2005_10_DEN_OAK",2005-11-13,"LV","DEN",17,31,-14,"2005"
"1603","2005_10_GB_ATL",2005-11-13,"ATL","GB",25,33,-8,"2005"
"1604","2005_10_HOU_IND",2005-11-13,"IND","HOU",31,17,14,"2005"
"1605","2005_10_KC_BUF",2005-11-13,"BUF","KC",14,3,11,"2005"
"1606","2005_10_MIN_NYG",2005-11-13,"NYG","MIN",21,24,-3,"2005"
"1607","2005_10_NE_MIA",2005-11-13,"MIA","NE",16,23,-7,"2005"
"1608","2005_10_NYJ_CAR",2005-11-13,"CAR","NYJ",30,3,27,"2005"
"1609","2005_10_SF_CHI",2005-11-13,"CHI","SF",17,9,8,"2005"
"1610","2005_10_STL_SEA",2005-11-13,"SEA","LA",31,16,15,"2005"
"1611","2005_10_WAS_TB",2005-11-13,"TB","WAS",36,35,1,"2005"
"1612","2005_11_ARI_STL",2005-11-20,"LA","ARI",28,38,-10,"2005"
"1613","2005_11_BUF_SD",2005-11-20,"LAC","BUF",48,10,38,"2005"
"1614","2005_11_CAR_CHI",2005-11-20,"CHI","CAR",13,3,10,"2005"
"1615","2005_11_DET_DAL",2005-11-20,"DAL","DET",20,7,13,"2005"
"1616","2005_11_IND_CIN",2005-11-20,"CIN","IND",37,45,-8,"2005"
"1617","2005_11_JAX_TEN",2005-11-20,"TEN","JAX",28,31,-3,"2005"
"1618","2005_11_KC_HOU",2005-11-20,"HOU","KC",17,45,-28,"2005"
"1619","2005_11_MIA_CLE",2005-11-20,"CLE","MIA",22,0,22,"2005"
"1620","2005_11_MIN_GB",2005-11-21,"GB","MIN",17,20,-3,"2005"
"1621","2005_11_NO_NE",2005-11-20,"NE","NO",24,17,7,"2005"
"1622","2005_11_NYJ_DEN",2005-11-20,"DEN","NYJ",27,0,27,"2005"
"1623","2005_11_OAK_WAS",2005-11-20,"WAS","LV",13,16,-3,"2005"
"1624","2005_11_PHI_NYG",2005-11-20,"NYG","PHI",27,17,10,"2005"
"1625","2005_11_PIT_BAL",2005-11-20,"BAL","PIT",16,13,3,"2005"
"1626","2005_11_SEA_SF",2005-11-20,"SF","SEA",25,27,-2,"2005"
"1627","2005_11_TB_ATL",2005-11-20,"ATL","TB",27,30,-3,"2005"
"1628","2005_12_ATL_DET",2005-11-24,"DET","ATL",7,27,-20,"2005"
"1629","2005_12_BAL_CIN",2005-11-27,"CIN","BAL",42,29,13,"2005"
"1630","2005_12_CAR_BUF",2005-11-27,"BUF","CAR",9,13,-4,"2005"
"1631","2005_12_CHI_TB",2005-11-27,"TB","CHI",10,13,-3,"2005"
"1632","2005_12_CLE_MIN",2005-11-27,"MIN","CLE",24,12,12,"2005"
"1633","2005_12_DEN_DAL",2005-11-24,"DAL","DEN",21,24,-3,"2005"
"1634","2005_12_GB_PHI",2005-11-27,"PHI","GB",19,14,5,"2005"
"1635","2005_12_JAX_ARI",2005-11-27,"ARI","JAX",17,24,-7,"2005"
"1636","2005_12_MIA_OAK",2005-11-27,"LV","MIA",21,33,-12,"2005"
"1637","2005_12_NE_KC",2005-11-27,"KC","NE",26,16,10,"2005"
"1638","2005_12_NO_NYJ",2005-11-27,"NYJ","NO",19,21,-2,"2005"
"1639","2005_12_NYG_SEA",2005-11-27,"SEA","NYG",24,21,3,"2005"
"1640","2005_12_PIT_IND",2005-11-28,"IND","PIT",26,7,19,"2005"
"1641","2005_12_SD_WAS",2005-11-27,"WAS","LAC",17,23,-6,"2005"
"1642","2005_12_SF_TEN",2005-11-27,"TEN","SF",33,22,11,"2005"
"1643","2005_12_STL_HOU",2005-11-27,"HOU","LA",27,33,-6,"2005"
"1644","2005_13_ARI_SF",2005-12-04,"SF","ARI",10,17,-7,"2005"
"1645","2005_13_ATL_CAR",2005-12-04,"CAR","ATL",24,6,18,"2005"
"1646","2005_13_BUF_MIA",2005-12-04,"MIA","BUF",24,23,1,"2005"
"1647","2005_13_CIN_PIT",2005-12-04,"PIT","CIN",31,38,-7,"2005"
"1648","2005_13_DAL_NYG",2005-12-04,"NYG","DAL",17,10,7,"2005"
"1649","2005_13_DEN_KC",2005-12-04,"KC","DEN",31,27,4,"2005"
"1650","2005_13_GB_CHI",2005-12-04,"CHI","GB",19,7,12,"2005"
"1651","2005_13_HOU_BAL",2005-12-04,"BAL","HOU",16,15,1,"2005"
"1652","2005_13_JAX_CLE",2005-12-04,"CLE","JAX",14,20,-6,"2005"
"1653","2005_13_MIN_DET",2005-12-04,"DET","MIN",16,21,-5,"2005"
"1654","2005_13_NYJ_NE",2005-12-04,"NE","NYJ",16,3,13,"2005"
"1655","2005_13_OAK_SD",2005-12-04,"LAC","LV",34,10,24,"2005"
"1656","2005_13_SEA_PHI",2005-12-05,"PHI","SEA",0,42,-42,"2005"
"1657","2005_13_TB_NO",2005-12-04,"NO","TB",3,10,-7,"2005"
"1658","2005_13_TEN_IND",2005-12-04,"IND","TEN",35,3,32,"2005"
"1659","2005_13_WAS_STL",2005-12-04,"LA","WAS",9,24,-15,"2005"
"1660","2005_14_BAL_DEN",2005-12-11,"DEN","BAL",12,10,2,"2005"
"1661","2005_14_CHI_PIT",2005-12-11,"PIT","CHI",21,9,12,"2005"
"1662","2005_14_CLE_CIN",2005-12-11,"CIN","CLE",23,20,3,"2005"
"1663","2005_14_DET_GB",2005-12-11,"GB","DET",16,13,3,"2005"
"1664","2005_14_HOU_TEN",2005-12-11,"TEN","HOU",13,10,3,"2005"
"1665","2005_14_IND_JAX",2005-12-11,"JAX","IND",18,26,-8,"2005"
"1666","2005_14_KC_DAL",2005-12-11,"DAL","KC",31,28,3,"2005"
"1667","2005_14_MIA_SD",2005-12-11,"LAC","MIA",21,23,-2,"2005"
"1668","2005_14_NE_BUF",2005-12-11,"BUF","NE",7,35,-28,"2005"
"1669","2005_14_NO_ATL",2005-12-12,"ATL","NO",36,17,19,"2005"
"1670","2005_14_NYG_PHI",2005-12-11,"PHI","NYG",23,26,-3,"2005"
"1671","2005_14_OAK_NYJ",2005-12-11,"NYJ","LV",26,10,16,"2005"
"1672","2005_14_SF_SEA",2005-12-11,"SEA","SF",41,3,38,"2005"
"1673","2005_14_STL_MIN",2005-12-11,"MIN","LA",27,13,14,"2005"
"1674","2005_14_TB_CAR",2005-12-11,"CAR","TB",10,20,-10,"2005"
"1675","2005_14_WAS_ARI",2005-12-11,"ARI","WAS",13,17,-4,"2005"
"1676","2005_15_ARI_HOU",2005-12-18,"HOU","ARI",30,19,11,"2005"
"1677","2005_15_ATL_CHI",2005-12-18,"CHI","ATL",16,3,13,"2005"
"1678","2005_15_CAR_NO",2005-12-18,"NO","CAR",10,27,-17,"2005"
"1679","2005_15_CIN_DET",2005-12-18,"DET","CIN",17,41,-24,"2005"
"1680","2005_15_CLE_OAK",2005-12-18,"LV","CLE",7,9,-2,"2005"
"1681","2005_15_DAL_WAS",2005-12-18,"WAS","DAL",35,7,28,"2005"
"1682","2005_15_DEN_BUF",2005-12-17,"BUF","DEN",17,28,-11,"2005"
"1683","2005_15_GB_BAL",2005-12-19,"BAL","GB",48,3,45,"2005"
"1684","2005_15_KC_NYG",2005-12-17,"NYG","KC",27,17,10,"2005"
"1685","2005_15_NYJ_MIA",2005-12-18,"MIA","NYJ",24,20,4,"2005"
"1686","2005_15_PHI_STL",2005-12-18,"LA","PHI",16,17,-1,"2005"
"1687","2005_15_PIT_MIN",2005-12-18,"MIN","PIT",3,18,-15,"2005"
"1688","2005_15_SD_IND",2005-12-18,"IND","LAC",17,26,-9,"2005"
"1689","2005_15_SEA_TEN",2005-12-18,"TEN","SEA",24,28,-4,"2005"
"1690","2005_15_SF_JAX",2005-12-18,"JAX","SF",10,9,1,"2005"
"1691","2005_15_TB_NE",2005-12-17,"NE","TB",28,0,28,"2005"
"1692","2005_16_ATL_TB",2005-12-24,"TB","ATL",27,24,3,"2005"
"1693","2005_16_BUF_CIN",2005-12-24,"CIN","BUF",27,37,-10,"2005"
"1694","2005_16_CHI_GB",2005-12-25,"GB","CHI",17,24,-7,"2005"
"1695","2005_16_DAL_CAR",2005-12-24,"CAR","DAL",20,24,-4,"2005"
"1696","2005_16_DET_NO",2005-12-24,"NO","DET",12,13,-1,"2005"
"1697","2005_16_IND_SEA",2005-12-24,"SEA","IND",28,13,15,"2005"
"1698","2005_16_JAX_HOU",2005-12-24,"HOU","JAX",20,38,-18,"2005"
"1699","2005_16_MIN_BAL",2005-12-25,"BAL","MIN",30,23,7,"2005"
"1700","2005_16_NE_NYJ",2005-12-26,"NYJ","NE",21,31,-10,"2005"
"1701","2005_16_NYG_WAS",2005-12-24,"WAS","NYG",35,20,15,"2005"
"1702","2005_16_OAK_DEN",2005-12-24,"DEN","LV",22,3,19,"2005"
"1703","2005_16_PHI_ARI",2005-12-24,"ARI","PHI",27,21,6,"2005"
"1704","2005_16_PIT_CLE",2005-12-24,"CLE","PIT",0,41,-41,"2005"
"1705","2005_16_SD_KC",2005-12-24,"KC","LAC",20,7,13,"2005"
"1706","2005_16_SF_STL",2005-12-24,"LA","SF",20,24,-4,"2005"
"1707","2005_16_TEN_MIA",2005-12-24,"MIA","TEN",24,10,14,"2005"
"1708","2005_17_DEN_SD",2005-12-31,"LAC","DEN",7,23,-16,"2005"
"1709","2005_17_NYG_OAK",2005-12-31,"LV","NYG",21,30,-9,"2005"
"1710","2006_01_ATL_CAR",2006-09-10,"CAR","ATL",6,20,-14,"2006"
"1711","2006_01_BAL_TB",2006-09-10,"TB","BAL",0,27,-27,"2006"
"1712","2006_01_BUF_NE",2006-09-10,"NE","BUF",19,17,2,"2006"
"1713","2006_01_CHI_GB",2006-09-10,"GB","CHI",0,26,-26,"2006"
"1714","2006_01_CIN_KC",2006-09-10,"KC","CIN",10,23,-13,"2006"
"1715","2006_01_DAL_JAX",2006-09-10,"JAX","DAL",24,17,7,"2006"
"1716","2006_01_DEN_STL",2006-09-10,"LA","DEN",18,10,8,"2006"
"1717","2006_01_IND_NYG",2006-09-10,"NYG","IND",21,26,-5,"2006"
"1718","2006_01_MIA_PIT",2006-09-07,"PIT","MIA",28,17,11,"2006"
"1719","2006_01_MIN_WAS",2006-09-11,"WAS","MIN",16,19,-3,"2006"
"1720","2006_01_NO_CLE",2006-09-10,"CLE","NO",14,19,-5,"2006"
"1721","2006_01_NYJ_TEN",2006-09-10,"TEN","NYJ",16,23,-7,"2006"
"1722","2006_01_PHI_HOU",2006-09-10,"HOU","PHI",10,24,-14,"2006"
"1723","2006_01_SD_OAK",2006-09-11,"LV","LAC",0,27,-27,"2006"
"1724","2006_01_SEA_DET",2006-09-10,"DET","SEA",6,9,-3,"2006"
"1725","2006_01_SF_ARI",2006-09-10,"ARI","SF",34,27,7,"2006"
"1726","2006_02_ARI_SEA",2006-09-17,"SEA","ARI",21,10,11,"2006"
"1727","2006_02_BUF_MIA",2006-09-17,"MIA","BUF",6,16,-10,"2006"
"1728","2006_02_CAR_MIN",2006-09-17,"MIN","CAR",16,13,3,"2006"
"1729","2006_02_CLE_CIN",2006-09-17,"CIN","CLE",34,17,17,"2006"
"1730","2006_02_DET_CHI",2006-09-17,"CHI","DET",34,7,27,"2006"
"1731","2006_02_HOU_IND",2006-09-17,"IND","HOU",43,24,19,"2006"
"1732","2006_02_KC_DEN",2006-09-17,"DEN","KC",9,6,3,"2006"
"1733","2006_02_NE_NYJ",2006-09-17,"NYJ","NE",17,24,-7,"2006"
"1734","2006_02_NO_GB",2006-09-17,"GB","NO",27,34,-7,"2006"
"1735","2006_02_NYG_PHI",2006-09-17,"PHI","NYG",24,30,-6,"2006"
"1736","2006_02_OAK_BAL",2006-09-17,"BAL","LV",28,6,22,"2006"
"1737","2006_02_PIT_JAX",2006-09-18,"JAX","PIT",9,0,9,"2006"
"1738","2006_02_STL_SF",2006-09-17,"SF","LA",20,13,7,"2006"
"1739","2006_02_TB_ATL",2006-09-17,"ATL","TB",14,3,11,"2006"
"1740","2006_02_TEN_SD",2006-09-17,"LAC","TEN",40,7,33,"2006"
"1741","2006_02_WAS_DAL",2006-09-17,"DAL","WAS",27,10,17,"2006"
"1742","2006_03_ATL_NO",2006-09-25,"NO","ATL",23,3,20,"2006"
"1743","2006_03_BAL_CLE",2006-09-24,"CLE","BAL",14,15,-1,"2006"
"1744","2006_03_CAR_TB",2006-09-24,"TB","CAR",24,26,-2,"2006"
"1745","2006_03_CHI_MIN",2006-09-24,"MIN","CHI",16,19,-3,"2006"
"1746","2006_03_CIN_PIT",2006-09-24,"PIT","CIN",20,28,-8,"2006"
"1747","2006_03_DEN_NE",2006-09-24,"NE","DEN",7,17,-10,"2006"
"1748","2006_03_GB_DET",2006-09-24,"DET","GB",24,31,-7,"2006"
"1749","2006_03_JAX_IND",2006-09-24,"IND","JAX",21,14,7,"2006"
"1750","2006_03_NYG_SEA",2006-09-24,"SEA","NYG",42,30,12,"2006"
"1751","2006_03_NYJ_BUF",2006-09-24,"BUF","NYJ",20,28,-8,"2006"
"1752","2006_03_PHI_SF",2006-09-24,"SF","PHI",24,38,-14,"2006"
"1753","2006_03_STL_ARI",2006-09-24,"ARI","LA",14,16,-2,"2006"
"1754","2006_03_TEN_MIA",2006-09-24,"MIA","TEN",13,10,3,"2006"
"1755","2006_03_WAS_HOU",2006-09-24,"HOU","WAS",15,31,-16,"2006"
"1756","2006_04_ARI_ATL",2006-10-01,"ATL","ARI",32,10,22,"2006"
"1757","2006_04_CLE_OAK",2006-10-01,"LV","CLE",21,24,-3,"2006"
"1758","2006_04_DAL_TEN",2006-10-01,"TEN","DAL",14,45,-31,"2006"
"1759","2006_04_DET_STL",2006-10-01,"LA","DET",41,34,7,"2006"
"1760","2006_04_GB_PHI",2006-10-02,"PHI","GB",31,9,22,"2006"
"1761","2006_04_IND_NYJ",2006-10-01,"NYJ","IND",28,31,-3,"2006"
"1762","2006_04_JAX_WAS",2006-10-01,"WAS","JAX",36,30,6,"2006"
"1763","2006_04_MIA_HOU",2006-10-01,"HOU","MIA",17,15,2,"2006"
"1764","2006_04_MIN_BUF",2006-10-01,"BUF","MIN",17,12,5,"2006"
"1765","2006_04_NE_CIN",2006-10-01,"CIN","NE",13,38,-25,"2006"
"1766","2006_04_NO_CAR",2006-10-01,"CAR","NO",21,18,3,"2006"
"1767","2006_04_SD_BAL",2006-10-01,"BAL","LAC",16,13,3,"2006"
"1768","2006_04_SEA_CHI",2006-10-01,"CHI","SEA",37,6,31,"2006"
"1769","2006_04_SF_KC",2006-10-01,"KC","SF",41,0,41,"2006"
"1770","2006_05_BAL_DEN",2006-10-09,"DEN","BAL",13,3,10,"2006"
"1771","2006_05_BUF_CHI",2006-10-08,"CHI","BUF",40,7,33,"2006"
"1772","2006_05_CLE_CAR",2006-10-08,"CAR","CLE",20,12,8,"2006"
"1773","2006_05_DAL_PHI",2006-10-08,"PHI","DAL",38,24,14,"2006"
"1774","2006_05_DET_MIN",2006-10-08,"MIN","DET",26,17,9,"2006"
"1775","2006_05_KC_ARI",2006-10-08,"ARI","KC",20,23,-3,"2006"
"1776","2006_05_MIA_NE",2006-10-08,"NE","MIA",20,10,10,"2006"
"1777","2006_05_NYJ_JAX",2006-10-08,"JAX","NYJ",41,0,41,"2006"
"1778","2006_05_OAK_SF",2006-10-08,"SF","LV",34,20,14,"2006"
"1779","2006_05_PIT_SD",2006-10-08,"LAC","PIT",23,13,10,"2006"
"1780","2006_05_STL_GB",2006-10-08,"GB","LA",20,23,-3,"2006"
"1781","2006_05_TB_NO",2006-10-08,"NO","TB",24,21,3,"2006"
"1782","2006_05_TEN_IND",2006-10-08,"IND","TEN",14,13,1,"2006"
"1783","2006_05_WAS_NYG",2006-10-08,"NYG","WAS",19,3,16,"2006"
"1784","2006_06_BUF_DET",2006-10-15,"DET","BUF",20,17,3,"2006"
"1785","2006_06_CAR_BAL",2006-10-15,"BAL","CAR",21,23,-2,"2006"
"1786","2006_06_CHI_ARI",2006-10-16,"ARI","CHI",23,24,-1,"2006"
"1787","2006_06_CIN_TB",2006-10-15,"TB","CIN",14,13,1,"2006"
"1788","2006_06_HOU_DAL",2006-10-15,"DAL","HOU",34,6,28,"2006"
"1789","2006_06_KC_PIT",2006-10-15,"PIT","KC",45,7,38,"2006"
"1790","2006_06_MIA_NYJ",2006-10-15,"NYJ","MIA",20,17,3,"2006"
"1791","2006_06_NYG_ATL",2006-10-15,"ATL","NYG",14,27,-13,"2006"
"1792","2006_06_OAK_DEN",2006-10-15,"DEN","LV",13,3,10,"2006"
"1793","2006_06_PHI_NO",2006-10-15,"NO","PHI",27,24,3,"2006"
"1794","2006_06_SD_SF",2006-10-15,"SF","LAC",19,48,-29,"2006"
"1795","2006_06_SEA_STL",2006-10-15,"LA","SEA",28,30,-2,"2006"
"1796","2006_06_TEN_WAS",2006-10-15,"WAS","TEN",22,25,-3,"2006"
"1797","2006_07_ARI_OAK",2006-10-22,"LV","ARI",22,9,13,"2006"
"1798","2006_07_CAR_CIN",2006-10-22,"CIN","CAR",17,14,3,"2006"
"1799","2006_07_DEN_CLE",2006-10-22,"CLE","DEN",7,17,-10,"2006"
"1800","2006_07_DET_NYJ",2006-10-22,"NYJ","DET",31,24,7,"2006"
"1801","2006_07_GB_MIA",2006-10-22,"MIA","GB",24,34,-10,"2006"
"1802","2006_07_JAX_HOU",2006-10-22,"HOU","JAX",27,7,20,"2006"
"1803","2006_07_MIN_SEA",2006-10-22,"SEA","MIN",13,31,-18,"2006"
"1804","2006_07_NE_BUF",2006-10-22,"BUF","NE",6,28,-22,"2006"
"1805","2006_07_NYG_DAL",2006-10-23,"DAL","NYG",22,36,-14,"2006"
"1806","2006_07_PHI_TB",2006-10-22,"TB","PHI",23,21,2,"2006"
"1807","2006_07_PIT_ATL",2006-10-22,"ATL","PIT",41,38,3,"2006"
"1808","2006_07_SD_KC",2006-10-22,"KC","LAC",30,27,3,"2006"
"1809","2006_07_WAS_IND",2006-10-22,"IND","WAS",36,22,14,"2006"
"1810","2006_08_ARI_GB",2006-10-29,"GB","ARI",31,14,17,"2006"
"1811","2006_08_ATL_CIN",2006-10-29,"CIN","ATL",27,29,-2,"2006"
"1812","2006_08_BAL_NO",2006-10-29,"NO","BAL",22,35,-13,"2006"
"1813","2006_08_DAL_CAR",2006-10-29,"CAR","DAL",14,35,-21,"2006"
"1814","2006_08_HOU_TEN",2006-10-29,"TEN","HOU",28,22,6,"2006"
"1815","2006_08_IND_DEN",2006-10-29,"DEN","IND",31,34,-3,"2006"
"1816","2006_08_JAX_PHI",2006-10-29,"PHI","JAX",6,13,-7,"2006"
"1817","2006_08_NE_MIN",2006-10-30,"MIN","NE",7,31,-24,"2006"
"1818","2006_08_NYJ_CLE",2006-10-29,"CLE","NYJ",20,13,7,"2006"
"1819","2006_08_PIT_OAK",2006-10-29,"LV","PIT",20,13,7,"2006"
"1820","2006_08_SEA_KC",2006-10-29,"KC","SEA",35,28,7,"2006"
"1821","2006_08_SF_CHI",2006-10-29,"CHI","SF",41,10,31,"2006"
"1822","2006_08_STL_SD",2006-10-29,"LAC","LA",38,24,14,"2006"
"1823","2006_08_TB_NYG",2006-10-29,"NYG","TB",17,3,14,"2006"
"1824","2006_09_ATL_DET",2006-11-05,"DET","ATL",30,14,16,"2006"
"1825","2006_09_CIN_BAL",2006-11-05,"BAL","CIN",26,20,6,"2006"
